title,city,education,experience,company,company_size,company_type,salary_text,skills,description,publish_date,link,salary_min,salary_max,salary_avg,skill_list,skill_count
数据分析师,上海,本科,1-3年,蓝图网络有限公司,50-150人,民营,1.6-2.2万/月,"sql, python, excel, 统计学, numpy",数据分析师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：sql、python、excel、统计学、numpy。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-09,https://job.example.com/42_00240,16.0,22.0,19.0,"['sql', 'python', 'excel', '统计学', 'numpy']",5
数据分析师,成都,不限,1-3年,启帆智能有限公司,150-500人,民营,1.2-2.1万/月,"python, 数据可视化, excel, sql, pandas",数据分析师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：python、数据可视化、excel、sql、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-27,https://job.example.com/42_00241,12.0,21.0,16.5,"['python', '数据可视化', 'excel', 'sql', 'pandas']",5
算法工程师,北京,本科,3-5年,智创智能有限公司,2000人以上,国企,1.8-2.5万/月,"机器学习, 算法, 推荐系统, 深度学习, python",算法工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：机器学习、算法、推荐系统、深度学习、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-28,https://job.example.com/42_00242,18.0,25.0,21.5,"['机器学习', '算法', '推荐系统', '深度学习', 'python']",5
数据挖掘工程师,上海,本科,在校/应届,蓝创网络有限公司,50-150人,国企,13-16K,"统计学, pandas, python, sql, spark",数据挖掘工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：统计学、pandas、python、sql、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-30,https://job.example.com/42_00243,13.0,16.0,14.5,"['统计学', 'pandas', 'python', 'sql', 'spark']",5
数据挖掘工程师,北京,本科,1-3年,锐数科技有限公司,150-500人,上市公司,16-20K·16薪,"pandas, python, spark, 数据挖掘, 机器学习",数据挖掘工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：pandas、python、spark、数据挖掘、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-04,https://job.example.com/42_00244,16.0,20.0,18.0,"['pandas', 'python', 'spark', '数据挖掘', '机器学习']",5
数据挖掘工程师,武汉,硕士,3-5年,蓝数网络有限公司,50-150人,上市公司,15-19K·15薪,"sql, python, 数据挖掘, 机器学习, 统计学",数据挖掘工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：sql、python、数据挖掘、机器学习、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-15,https://job.example.com/42_00245,15.0,19.0,17.0,"['sql', 'python', '数据挖掘', '机器学习', '统计学']",5
数据产品经理,深圳,大专,3-5年,智途软件有限公司,150-500人,上市公司,1.4-2.2万/月,"用户研究, 需求分析, 数据可视化, sql, excel",数据产品经理岗位：与产品和运营协作，输出数据专题分析报告。核心技能：用户研究、需求分析、数据可视化、sql、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-05,https://job.example.com/42_00246,14.0,22.0,18.0,"['用户研究', '需求分析', '数据可视化', 'sql', 'excel']",5
数据运营,南京,硕士,经验不限,星脉智能有限公司,2000人以上,民营,12-18K·16薪,"数据可视化, sql, python, 用户增长, excel",数据运营岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：数据可视化、sql、python、用户增长、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-27,https://job.example.com/42_00247,12.0,18.0,15.0,"['数据可视化', 'sql', 'python', '用户增长', 'excel']",5
BI工程师,上海,本科,3-5年,启图网络有限公司,少于50人,民营,面议,"excel, 数据可视化, sql, powerbi, etl",BI工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：excel、数据可视化、sql、powerbi、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-03,https://job.example.com/42_00248,,,,"['excel', '数据可视化', 'sql', 'powerbi', 'etl']",5
数据运营,上海,硕士,5-10年,启数科技有限公司,500-2000人,民营,20-23K·15薪,"sql, 数据可视化, 用户增长, python, 数据分析",数据运营岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、数据可视化、用户增长、python、数据分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-10,https://job.example.com/42_00249,20.0,23.0,21.5,"['sql', '数据可视化', '用户增长', 'python', '数据分析']",5
算法工程师,上海,本科,5-10年,启合科技有限公司,500-2000人,国企,19-28K·16薪,"nlp, 机器学习, 推荐系统, python, 算法",算法工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：nlp、机器学习、推荐系统、python、算法。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-09,https://job.example.com/42_00250,19.0,28.0,23.5,"['nlp', '机器学习', '推荐系统', 'python', '算法']",5
大数据开发工程师,广州,本科,3-5年,星途科技有限公司,少于50人,上市公司,15-22K,"sql, linux, hadoop, java, hive",大数据开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：sql、linux、hadoop、java、hive。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-15,https://job.example.com/42_00251,15.0,22.0,18.5,"['sql', 'linux', 'hadoop', 'java', 'hive']",5
机器学习工程师,武汉,大专,5-10年,智数数据有限公司,少于50人,国企,1.3-2.3万/月,"pytorch, 机器学习, nlp, python, 深度学习",机器学习工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：pytorch、机器学习、nlp、python、深度学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-22,https://job.example.com/42_00252,13.0,23.0,18.0,"['pytorch', '机器学习', 'nlp', 'python', '深度学习']",5
数据运营,上海,本科,3-5年,蓝帆数据有限公司,少于50人,外资,17-25K·13薪,"excel, 数据可视化, python, 用户增长, sql",数据运营岗位：负责核心算法的调研、实现与线上效果优化。核心技能：excel、数据可视化、python、用户增长、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-28,https://job.example.com/42_00253,17.0,25.0,21.0,"['excel', '数据可视化', 'python', '用户增长', 'sql']",5
算法工程师,杭州,大专,3-5年,星途网络有限公司,50-150人,国企,1.6-2.3万/月,"算法, 推荐系统, nlp, 机器学习, 数据结构",算法工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：算法、推荐系统、nlp、机器学习、数据结构。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-17,https://job.example.com/42_00254,16.0,23.0,19.5,"['算法', '推荐系统', 'nlp', '机器学习', '数据结构']",5
数据挖掘工程师,成都,硕士,1-3年,星图智能有限公司,少于50人,外资,1.4-2.0万/月,"sql, 数据挖掘, 统计学, spark, pandas",数据挖掘工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：sql、数据挖掘、统计学、spark、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-04,https://job.example.com/42_00255,14.0,20.0,17.0,"['sql', '数据挖掘', '统计学', 'spark', 'pandas']",5
Python开发工程师,上海,本科,5-10年,云创网络有限公司,2000人以上,上市公司,19-27K·13薪,"flask, django, python, sql, docker",Python开发工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：flask、django、python、sql、docker。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-29,https://job.example.com/42_00256,19.0,27.0,23.0,"['flask', 'django', 'python', 'sql', 'docker']",5
ETL工程师,杭州,本科,1-3年,云图数据有限公司,2000人以上,国企,1.4-2.4万/月,"数据仓库, python, sql, spark, etl",ETL工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：数据仓库、python、sql、spark、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-21,https://job.example.com/42_00257,14.0,24.0,19.0,"['数据仓库', 'python', 'sql', 'spark', 'etl']",5
数据挖掘工程师,广州,大专,3-5年,云数网络有限公司,50-150人,民营,1.5-2.4万/月,"sql, 数据挖掘, python, 机器学习, spark",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：sql、数据挖掘、python、机器学习、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-31,https://job.example.com/42_00258,15.0,24.0,19.5,"['sql', '数据挖掘', 'python', '机器学习', 'spark']",5
数据产品经理,北京,本科,3-5年,锐创数据有限公司,500-2000人,合资,16-23K·13薪,"sql, 数据可视化, excel, 产品设计, 需求分析",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：sql、数据可视化、excel、产品设计、需求分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-29,https://job.example.com/42_00259,16.0,23.0,19.5,"['sql', '数据可视化', 'excel', '产品设计', '需求分析']",5
数据运营,武汉,本科,5-10年,星合数据有限公司,50-150人,民营,17-23K,"数据可视化, 用户增长, 数据分析, python, excel",数据运营岗位：参与数据平台建设，保障数据质量与时效性。核心技能：数据可视化、用户增长、数据分析、python、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-24,https://job.example.com/42_00260,17.0,23.0,20.0,"['数据可视化', '用户增长', '数据分析', 'python', 'excel']",5
数据挖掘工程师,成都,硕士,3-5年,启图软件有限公司,500-2000人,国企,18-21K,"spark, python, 机器学习, sql, pandas",数据挖掘工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：spark、python、机器学习、sql、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-06,https://job.example.com/42_00261,18.0,21.0,19.5,"['spark', 'python', '机器学习', 'sql', 'pandas']",5
数据挖掘工程师,广州,本科,3-5年,蓝帆智能有限公司,500-2000人,上市公司,1.5-2.2万/月,"pandas, python, spark, 机器学习, 统计学",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：pandas、python、spark、机器学习、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-11,https://job.example.com/42_00262,15.0,22.0,18.5,"['pandas', 'python', 'spark', '机器学习', '统计学']",5
机器学习工程师,南京,硕士,1-3年,智脉数据有限公司,2000人以上,上市公司,15-25K·14薪,"tensorflow, 机器学习, pytorch, nlp, python",机器学习工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：tensorflow、机器学习、pytorch、nlp、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-15,https://job.example.com/42_00263,15.0,25.0,20.0,"['tensorflow', '机器学习', 'pytorch', 'nlp', 'python']",5
Python开发工程师,深圳,硕士,1-3年,海合数据有限公司,2000人以上,民营,16-20K,"linux, python, django, 爬虫, docker",Python开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：linux、python、django、爬虫、docker。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-01,https://job.example.com/42_00264,16.0,20.0,18.0,"['linux', 'python', 'django', '爬虫', 'docker']",5
数据挖掘工程师,北京,不限,3-5年,海创软件有限公司,50-150人,合资,1.8-2.6万/月,"统计学, sql, pandas, spark, 机器学习",数据挖掘工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：统计学、sql、pandas、spark、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-15,https://job.example.com/42_00265,18.0,26.0,22.0,"['统计学', 'sql', 'pandas', 'spark', '机器学习']",5
ETL工程师,上海,硕士,在校/应届,锐合网络有限公司,50-150人,民营,1.3-1.7万/月,"hive, spark, etl, sql, 数据仓库",ETL工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：hive、spark、etl、sql、数据仓库。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-06,https://job.example.com/42_00266,13.0,17.0,15.0,"['hive', 'spark', 'etl', 'sql', '数据仓库']",5
数据分析师,武汉,大专,在校/应届,启图智能有限公司,150-500人,外资,0.9-1.7万/月,"excel, pandas, numpy, 统计学, python",数据分析师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：excel、pandas、numpy、统计学、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-18,https://job.example.com/42_00267,9.0,17.0,13.0,"['excel', 'pandas', 'numpy', '统计学', 'python']",5
大数据开发工程师,武汉,不限,在校/应届,锐创软件有限公司,150-500人,外资,9-14K·16薪,"flink, hive, linux, sql, java",大数据开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：flink、hive、linux、sql、java。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-24,https://job.example.com/42_00268,9.0,14.0,11.5,"['flink', 'hive', 'linux', 'sql', 'java']",5
Python开发工程师,深圳,硕士,5-10年,智数智能有限公司,2000人以上,民营,20-24K·16薪,"django, linux, python, 爬虫, docker",Python开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：django、linux、python、爬虫、docker。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-19,https://job.example.com/42_00269,20.0,24.0,22.0,"['django', 'linux', 'python', '爬虫', 'docker']",5
数据产品经理,武汉,本科,经验不限,启创智能有限公司,150-500人,上市公司,面议,"sql, 需求分析, excel, 数据可视化, 产品设计",数据产品经理岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、需求分析、excel、数据可视化、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-21,https://job.example.com/42_00270,,,,"['sql', '需求分析', 'excel', '数据可视化', '产品设计']",5
数据产品经理,南京,本科,在校/应届,锐创数据有限公司,2000人以上,国企,1.0-1.6万/月,"excel, 用户研究, sql, 数据可视化, 产品设计",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：excel、用户研究、sql、数据可视化、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-23,https://job.example.com/42_00271,10.0,16.0,13.0,"['excel', '用户研究', 'sql', '数据可视化', '产品设计']",5
数据分析师,广州,本科,1-3年,星创科技有限公司,少于50人,民营,15-23K·16薪,"统计学, numpy, pandas, excel, sql",数据分析师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：统计学、numpy、pandas、excel、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-06,https://job.example.com/42_00272,15.0,23.0,19.0,"['统计学', 'numpy', 'pandas', 'excel', 'sql']",5
机器学习工程师,深圳,硕士,1-3年,云创科技有限公司,2000人以上,外资,16-23K·14薪,"pytorch, python, 深度学习, nlp, 机器学习",机器学习工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：pytorch、python、深度学习、nlp、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-13,https://job.example.com/42_00273,16.0,23.0,19.5,"['pytorch', 'python', '深度学习', 'nlp', '机器学习']",5
大数据开发工程师,南京,硕士,3-5年,锐脉科技有限公司,500-2000人,民营,18-24K·15薪,"flink, spark, hadoop, sql, hive",大数据开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：flink、spark、hadoop、sql、hive。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-29,https://job.example.com/42_00274,18.0,24.0,21.0,"['flink', 'spark', 'hadoop', 'sql', 'hive']",5
机器学习工程师,成都,硕士,1-3年,蓝途软件有限公司,150-500人,民营,14-24K,"pytorch, nlp, python, 深度学习, 机器学习",机器学习工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：pytorch、nlp、python、深度学习、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-16,https://job.example.com/42_00275,14.0,24.0,19.0,"['pytorch', 'nlp', 'python', '深度学习', '机器学习']",5
机器学习工程师,杭州,本科,3-5年,海帆网络有限公司,50-150人,国企,16-24K,"nlp, 机器学习, tensorflow, 深度学习, python",机器学习工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：nlp、机器学习、tensorflow、深度学习、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-14,https://job.example.com/42_00276,16.0,24.0,20.0,"['nlp', '机器学习', 'tensorflow', '深度学习', 'python']",5
Python开发工程师,上海,大专,3-5年,锐数软件有限公司,2000人以上,外资,16-25K,"sql, flask, python, django, linux",Python开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：sql、flask、python、django、linux。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-13,https://job.example.com/42_00277,16.0,25.0,20.5,"['sql', 'flask', 'python', 'django', 'linux']",5
数据挖掘工程师,北京,硕士,5-10年,启脉数据有限公司,500-2000人,民营,2.4-3.2万/月,"sql, spark, pandas, python, 数据挖掘",数据挖掘工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：sql、spark、pandas、python、数据挖掘。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-28,https://job.example.com/42_00278,24.0,32.0,28.0,"['sql', 'spark', 'pandas', 'python', '数据挖掘']",5
数据分析师,北京,大专,在校/应届,智数数据有限公司,2000人以上,外资,12-20K,"numpy, 数据可视化, python, pandas, sql",数据分析师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：numpy、数据可视化、python、pandas、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-24,https://job.example.com/42_00279,12.0,20.0,16.0,"['numpy', '数据可视化', 'python', 'pandas', 'sql']",5
数据产品经理,武汉,本科,1-3年,星创数据有限公司,2000人以上,国企,1.3-1.9万/月,"excel, sql, 用户研究, 需求分析, 产品设计",数据产品经理岗位：与产品和运营协作，输出数据专题分析报告。核心技能：excel、sql、用户研究、需求分析、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-11,https://job.example.com/42_00280,13.0,19.0,16.0,"['excel', 'sql', '用户研究', '需求分析', '产品设计']",5
BI工程师,武汉,本科,在校/应届,启帆智能有限公司,2000人以上,外资,1.0-1.7万/月,"excel, tableau, 数据可视化, sql, powerbi",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：excel、tableau、数据可视化、sql、powerbi。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-11,https://job.example.com/42_00281,10.0,17.0,13.5,"['excel', 'tableau', '数据可视化', 'sql', 'powerbi']",5
ETL工程师,北京,硕士,经验不限,智图科技有限公司,500-2000人,外资,16-23K,"linux, etl, sql, python, spark",ETL工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：linux、etl、sql、python、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-03,https://job.example.com/42_00282,16.0,23.0,19.5,"['linux', 'etl', 'sql', 'python', 'spark']",5
BI工程师,上海,本科,5-10年,蓝数智能有限公司,500-2000人,合资,2.1-2.8万/月,"excel, etl, tableau, powerbi, sql",BI工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：excel、etl、tableau、powerbi、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-30,https://job.example.com/42_00283,21.0,28.0,24.5,"['excel', 'etl', 'tableau', 'powerbi', 'sql']",5
数据挖掘工程师,广州,大专,5-10年,星数数据有限公司,150-500人,外资,1.7-2.6万/月,"数据挖掘, sql, pandas, 统计学, python",数据挖掘工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：数据挖掘、sql、pandas、统计学、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-05,https://job.example.com/42_00284,17.0,26.0,21.5,"['数据挖掘', 'sql', 'pandas', '统计学', 'python']",5
数据产品经理,成都,大专,3-5年,星图数据有限公司,150-500人,民营,14-18K,"用户研究, 产品设计, excel, 数据可视化, sql",数据产品经理岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：用户研究、产品设计、excel、数据可视化、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-09,https://job.example.com/42_00285,14.0,18.0,16.0,"['用户研究', '产品设计', 'excel', '数据可视化', 'sql']",5
数据产品经理,北京,本科,5-10年,星途软件有限公司,150-500人,国企,20-30K·15薪,"产品设计, 用户研究, 数据可视化, excel, 需求分析",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：产品设计、用户研究、数据可视化、excel、需求分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-17,https://job.example.com/42_00286,20.0,30.0,25.0,"['产品设计', '用户研究', '数据可视化', 'excel', '需求分析']",5
数据挖掘工程师,广州,本科,经验不限,蓝创软件有限公司,50-150人,上市公司,14-23K·14薪,"统计学, 数据挖掘, spark, sql, 机器学习",数据挖掘工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：统计学、数据挖掘、spark、sql、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-21,https://job.example.com/42_00287,14.0,23.0,18.5,"['统计学', '数据挖掘', 'spark', 'sql', '机器学习']",5
数据运营,杭州,本科,1-3年,启数数据有限公司,150-500人,民营,面议,"数据分析, sql, excel, python, 数据可视化",数据运营岗位：负责核心算法的调研、实现与线上效果优化。核心技能：数据分析、sql、excel、python、数据可视化。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-15,https://job.example.com/42_00288,,,,"['数据分析', 'sql', 'excel', 'python', '数据可视化']",5
大数据开发工程师,南京,硕士,经验不限,智数智能有限公司,50-150人,民营,12-21K·14薪,"linux, flink, sql, hadoop, java",大数据开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：linux、flink、sql、hadoop、java。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-26,https://job.example.com/42_00289,12.0,21.0,16.5,"['linux', 'flink', 'sql', 'hadoop', 'java']",5
BI工程师,深圳,本科,3-5年,启图数据有限公司,2000人以上,上市公司,1.8-2.5万/月,"excel, 数据可视化, etl, sql, tableau",BI工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：excel、数据可视化、etl、sql、tableau。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-23,https://job.example.com/42_00290,18.0,25.0,21.5,"['excel', '数据可视化', 'etl', 'sql', 'tableau']",5
数据运营,杭州,硕士,在校/应届,锐合网络有限公司,2000人以上,合资,12-17K,"excel, sql, 数据分析, 用户增长, python",数据运营岗位：与产品和运营协作，输出数据专题分析报告。核心技能：excel、sql、数据分析、用户增长、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-08,https://job.example.com/42_00291,12.0,17.0,14.5,"['excel', 'sql', '数据分析', '用户增长', 'python']",5
数据分析师,广州,本科,1-3年,星途软件有限公司,50-150人,外资,16-24K·13薪,"pandas, sql, numpy, python, 数据可视化",数据分析师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：pandas、sql、numpy、python、数据可视化。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-29,https://job.example.com/42_00292,16.0,24.0,20.0,"['pandas', 'sql', 'numpy', 'python', '数据可视化']",5
数据分析师,成都,本科,5-10年,锐合数据有限公司,50-150人,外资,1.6-2.0万/月,"统计学, sql, python, pandas, excel",数据分析师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：统计学、sql、python、pandas、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-02,https://job.example.com/42_00293,16.0,20.0,18.0,"['统计学', 'sql', 'python', 'pandas', 'excel']",5
BI工程师,南京,本科,3-5年,海帆软件有限公司,500-2000人,外资,1.4-1.7万/月,"sql, tableau, 数据可视化, powerbi, excel",BI工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：sql、tableau、数据可视化、powerbi、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-10,https://job.example.com/42_00294,14.0,17.0,15.5,"['sql', 'tableau', '数据可视化', 'powerbi', 'excel']",5
数据运营,上海,本科,1-3年,云帆软件有限公司,150-500人,民营,16-20K·13薪,"python, 数据可视化, sql, 用户增长, excel",数据运营岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：python、数据可视化、sql、用户增长、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-02,https://job.example.com/42_00295,16.0,20.0,18.0,"['python', '数据可视化', 'sql', '用户增长', 'excel']",5
数据分析师,北京,硕士,5-10年,星帆软件有限公司,少于50人,上市公司,20-23K,"excel, numpy, 数据可视化, sql, 统计学",数据分析师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：excel、numpy、数据可视化、sql、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-22,https://job.example.com/42_00296,20.0,23.0,21.5,"['excel', 'numpy', '数据可视化', 'sql', '统计学']",5
数据挖掘工程师,上海,本科,1-3年,云图软件有限公司,150-500人,国企,14-24K·15薪,"机器学习, 数据挖掘, pandas, 统计学, spark",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：机器学习、数据挖掘、pandas、统计学、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-27,https://job.example.com/42_00297,14.0,24.0,19.0,"['机器学习', '数据挖掘', 'pandas', '统计学', 'spark']",5
数据运营,杭州,硕士,3-5年,海合网络有限公司,2000人以上,上市公司,18-28K,"用户增长, sql, 数据分析, 数据可视化, python",数据运营岗位：负责核心算法的调研、实现与线上效果优化。核心技能：用户增长、sql、数据分析、数据可视化、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-04,https://job.example.com/42_00298,18.0,28.0,23.0,"['用户增长', 'sql', '数据分析', '数据可视化', 'python']",5
数据运营,成都,硕士,经验不限,锐脉网络有限公司,2000人以上,国企,12-21K,"python, 数据分析, 用户增长, 数据可视化, excel",数据运营岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：python、数据分析、用户增长、数据可视化、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-07,https://job.example.com/42_00299,12.0,21.0,16.5,"['python', '数据分析', '用户增长', '数据可视化', 'excel']",5
